locus_name,Col_reads_Col_Cvi,Cvi_reads_Col_Cvi,Col_reads_Cvi_Col,Cvi_reads_Cvi_Col
AT5G20710,3,0,19,1
AT5G20720,2120,1516,2820,2380
AT5G20730,6,5,11,11
AT5G20750,0,108,1,436
AT5G20790,13,11,19,42
AT5G20810,54,123,65,154
AT5G20830,33,33,58,182
AT5G20840,211,183,306,323
AT5G20885,84,89,145,156
AT5G20890,892,636,924,786
AT5G20900,37,52,65,82
AT5G20910,23,3,12,13
AT5G20920,312,242,365,293
AT5G20930,28,14,42,22
AT5G20935,20,36,24,46
AT5G20940,19,9,26,25
AT5G20950,928,876,1129,1130
AT5G20960,4,1,4,5
AT5G20980,27,19,25,40
AT5G20990,61,39,91,73
AT5G21010,52,28,60,61
AT5G21020,99,9,209,7
AT5G21040,68,47,85,67
AT5G21050,10,8,26,35
AT5G21060,429,312,519,435
AT5G21070,237,191,272,257
AT5G21090,2560,1946,2739,2363
AT5G21100,46,8,44,14
AT5G21105,122,91,152,279
AT5G21140,44,52,42,56
AT5G21150,58,20,80,52
AT5G21160,532,379,892,718
AT5G21170,33,35,56,55
AT5G21222,40,41,89,50
AT5G21430,2,3,6,4
AT5G21482,8,9,18,12
AT5G21930,50,41,106,75
AT5G21970,41,27,54,35
AT5G21990,65,34,48,67
AT5G22040,44,42,74,64
AT5G22050,15,9,12,10
AT5G22060,103,93,108,110
AT5G22070,64,89,105,119
AT5G22080,34,24,67,48
AT5G22090,42,32,59,43
AT5G22100,118,113,110,102
AT5G22110,22,20,51,50
AT5G22130,217,156,315,260
AT5G22150,5,0,9,16
AT5G22280,293,221,367,317
AT5G22290,293,84,407,144
AT5G22300,183,399,86,175
AT5G22310,1,1,4,15
AT5G22340,113,119,190,246
AT5G22350,10,9,11,24
AT5G22360,59,37,70,77
AT5G22370,91,82,112,107
AT5G22390,6,7,1,4
AT5G22400,42,33,64,50
AT5G22440,778,224,895,289
AT5G22450,304,225,356,381
AT5G22460,3,2,3,9
AT5G22470,188,220,149,205
AT5G22500,52,56,133,114
AT5G22510,166,230,236,283
AT5G22520,11,19,6,13
AT5G22530,11,8,12,11
AT5G22540,3,1,12,10
AT5G22545,30,1,63,1
AT5G22580,56,37,24,29
AT5G22610,0,24,2,110
AT5G22620,333,437,426,779
AT5G22630,306,175,344,200
AT5G22640,572,366,862,742
AT5G22650,3307,2492,4289,3582
AT5G22690,129,51,171,88
AT5G22700,73,135,140,196
AT5G22720,9,4,11,22
AT5G22730,72,19,90,48
AT5G22740,132,52,179,170
AT5G22750,50,30,62,48
AT5G22760,44,45,78,74
AT5G22770,117,60,168,97
AT5G22780,31,28,40,49
AT5G22790,77,53,65,67
AT5G22794,12,13,30,26
AT5G22800,202,131,256,262
AT5G22810,2897,2589,2803,2828
AT5G22820,35,32,45,42
AT5G22830,75,54,52,60
AT5G22840,36,26,44,43
AT5G22850,23,21,37,35
AT5G22875,204,177,299,249
AT5G22880,11440,7317,11547,7867
AT5G22920,96,73,450,582
AT5G22940,269,180,304,234
AT5G22950,30,35,43,34
AT5G22980,1,2,46,63
AT5G23040,275,283,280,326
AT5G23050,133,76,320,225
AT5G23060,1540,1292,1803,1422
AT5G23070,223,156,216,149
AT5G23080,156,114,240,165
AT5G23090,19,10,17,17
AT5G23100,114,143,196,303
AT5G23110,153,193,197,235
AT5G23120,280,220,366,353
AT5G23130,11,4,21,10
AT5G23140,115,87,222,181
AT5G23150,421,368,632,646
AT5G23155,3,3,11,2
AT5G23170,12,6,32,12
AT5G23180,43,34,30,33
AT5G23190,196,189,142,148
AT5G23200,343,295,447,331
AT5G23210,15,4,15,13
AT5G23230,6,1,1,4
AT5G23250,94,106,116,143
AT5G23280,5,7,11,14
AT5G23300,82,70,71,93
AT5G23330,43,35,108,103
AT5G23340,66,92,92,120
AT5G23390,2,10,4,11
AT5G23400,126,119,118,154
AT5G23405,80,13,109,27
AT5G23420,1320,983,1473,1217
AT5G23430,186,158,245,260
AT5G23460,56,35,91,38
AT5G23480,50,36,93,83
AT5G23490,161,117,270,244
AT5G23510,7,0,19,1
AT5G23520,45,40,66,71
AT5G23530,663,503,658,643
AT5G23535,468,381,440,385
AT5G23540,215,248,320,340
AT5G23570,108,165,161,300
AT5G23575,184,130,259,225
AT5G23580,150,157,167,184
AT5G23590,75,77,100,108
AT5G23610,178,133,268,227
AT5G23630,171,131,196,206
AT5G23660,5,0,6,11
AT5G23670,64,92,108,141
AT5G23690,67,50,80,83
AT5G23710,26,23,24,15
AT5G23720,42,26,51,50
AT5G23760,8,4,15,22
AT5G23770,3,8,13,19
AT5G23800,57,13,80,22
AT5G23850,94,120,136,142
AT5G23860,702,613,739,672
AT5G23870,15,3,66,19
AT5G23880,208,259,268,300
AT5G23890,1547,805,2284,1404
AT5G23900,3436,2354,4952,3669
AT5G23910,665,434,871,711
AT5G23920,404,289,670,427
AT5G23930,14,4,16,20
AT5G23940,9396,6088,12388,9876
AT5G24000,122,102,236,177
AT5G24020,116,119,179,206
AT5G24030,24,32,21,35
AT5G24060,30,11,48,29
AT5G24090,4,1,2,9
AT5G24120,5,13,15,29
AT5G24130,356,273,427,389
AT5G24165,291,246,429,525
AT5G24170,14,5,25,11
AT5G24205,10,4,26,5
AT5G24240,1,30,2,61
AT5G24260,221,171,343,312
AT5G24280,33,8,38,18
AT5G24300,1567,942,1767,1504
AT5G24310,14,26,21,21
AT5G24314,728,629,1051,974
AT5G24316,21,5,21,52
AT5G24318,40,50,64,88
AT5G24320,150,117,190,218
AT5G24330,6,1,4,5
AT5G24340,1,7,3,5
AT5G24350,169,133,192,230
AT5G24352,30,43,29,82
AT5G24360,384,311,532,535
AT5G24380,50,46,17,14
AT5G24390,3,3,5,9
AT5G24400,94,132,132,114
AT5G24430,47,35,107,107
AT5G24450,17,15,25,21
AT5G24470,33,33,87,57
AT5G24480,0,15,1,68
AT5G24500,48,26,43,47
AT5G24520,70,51,75,55
AT5G24530,26,18,57,23
AT5G24570,10,49,7,83
AT5G24580,33,2,64,33
AT5G24590,531,651,490,556
AT5G24600,78,96,197,199
AT5G24610,115,76,116,109
AT5G24620,116,55,105,94
AT5G24630,15,25,16,30
AT5G24650,385,348,379,396
AT5G24660,141,86,416,346
AT5G24670,298,168,464,370
AT5G24680,12,14,10,27
AT5G24690,1510,1387,2085,2165
AT5G24710,1552,939,1998,1538
AT5G24740,403,376,600,677
AT5G24750,78,61,104,91
AT5G24760,152,118,141,138
AT5G24800,0,0,6,8
AT5G24810,193,186,300,387
AT5G24830,186,125,289,180
AT5G24840,589,464,690,669
AT5G24850,92,81,184,209
AT5G24860,0,24,2,19
AT5G24870,40,31,68,60
AT5G24890,248,150,461,322
AT5G24900,22,13,18,16
AT5G24910,0,0,0,12
AT5G24920,92,21,186,46
AT5G24930,199,140,324,254
AT5G24960,7,10,6,12
AT5G24970,21,8,26,20
AT5G24980,19,14,24,22
AT5G24990,33,10,35,17
AT5G25020,1,9,2,25
AT5G25050,35,20,53,46
AT5G25060,673,625,1033,1059
AT5G25070,70,72,136,117
AT5G25080,111,85,132,142
AT5G25090,599,677,618,663
AT5G25100,285,272,341,313
AT5G25110,6,30,17,40
AT5G25130,3,4,13,65
AT5G25150,23,12,22,23
AT5G25220,188,115,255,190
AT5G25230,5,1,11,8
AT5G25265,274,224,354,375
AT5G25270,157,112,258,220
AT5G25280,236,239,287,350
AT5G25350,145,105,183,135
AT5G25360,77,62,102,107
AT5G25380,42,33,43,41
AT5G25410,3,0,29,0
AT5G25440,6,5,6,17
AT5G25470,70,76,71,50
AT5G25475,119,81,180,107
AT5G25480,10,3,11,8
AT5G25490,7,2,8,7
AT5G25500,50,29,85,44
AT5G25510,389,285,579,464
AT5G25520,91,77,153,158
AT5G25540,52,65,91,93
AT5G25560,84,27,212,92
AT5G25570,32,16,39,32
AT5G25580,98,79,109,80
AT5G25590,671,366,851,573
AT5G25630,653,455,1274,1112
AT5G25640,0,10,2,5
AT5G25752,106,57,115,84
AT5G25754,293,117,478,248
AT5G25757,6,7,4,5
AT5G25760,334,248,416,341
AT5G25770,48,45,82,80
AT5G25780,21,30,37,40
AT5G25790,10,5,18,17
AT5G25800,37,38,74,100
AT5G25820,51,45,75,82
AT5G25830,54,60,60,85
AT5G25900,589,472,898,804
AT5G25910,8,9,15,9
AT5G25930,13,40,30,58
AT5G25940,127,77,220,162
AT5G25950,2,1,8,16
AT5G26030,1554,499,1685,752
AT5G26040,95,29,116,61
AT5G26110,184,93,257,100
AT5G26160,241,88,444,174
AT5G26170,11,3,17,4
AT5G26180,659,328,766,416
AT5G26200,21,9,25,24
AT5G26210,695,720,834,1135
AT5G26220,26,11,54,30
AT5G26230,65,59,84,66
AT5G26240,293,237,426,434
AT5G26250,6,2,44,30
AT5G26280,16,5,41,11
AT5G26290,1,12,0,15
AT5G26310,6,0,10,7
AT5G26360,896,862,1098,1072
AT5G26570,177,177,255,224
AT5G26600,306,233,465,361
AT5G26610,79,60,97,83
AT5G26622,15,16,32,28
AT5G26667,113,84,120,126
AT5G26670,18,11,29,33
AT5G26680,127,114,122,115
AT5G26720,9,15,10,5
AT5G26731,36,34,60,54
AT5G26742,980,761,1477,1380
AT5G26751,124,104,177,161
AT5G26760,73,61,90,101
AT5G26770,51,48,73,102
AT5G26780,49,76,77,94
AT5G26790,30,24,12,15
AT5G26800,148,99,148,156
AT5G26820,226,197,390,401
AT5G26830,2037,1289,2837,1905
AT5G26850,265,173,301,298
AT5G26860,307,264,369,336
AT5G26920,25,60,30,86
AT5G26940,28,33,15,65
AT5G26960,251,181,325,262
AT5G26980,3,0,5,7
AT5G26990,34,28,47,59
AT5G27000,0,0,10,7
AT5G27030,31,19,47,26
AT5G27110,133,27,159,52
AT5G27120,567,420,673,665
AT5G27150,20,21,34,40
AT5G27200,3570,5969,2838,6763
AT5G27220,24,54,40,90
AT5G27230,41,33,103,73
AT5G27240,42,47,44,73
AT5G27270,25,19,38,43
AT5G27290,30,34,49,42
AT5G27300,30,25,89,27
AT5G27320,1,6,15,11
AT5G27330,142,139,220,251
AT5G27360,66,19,115,26
AT5G27380,413,366,692,697
AT5G27390,192,157,272,249
AT5G27395,212,212,263,281
AT5G27410,65,22,111,61
AT5G27420,257,53,256,68
AT5G27430,659,544,858,691
AT5G27440,8,7,11,6
AT5G27460,28,18,37,36
AT5G27470,328,257,374,338
AT5G27490,13,16,16,15
AT5G27520,146,130,180,179
AT5G27540,47,32,59,59
AT5G27550,92,68,114,114
AT5G27560,161,172,202,247
AT5G27600,31,4,128,73
AT5G27610,22,18,30,48
AT5G27620,163,108,231,140
AT5G27630,49,51,86,105
AT5G27640,390,279,466,364
AT5G27650,80,46,117,101
AT5G27660,24,47,52,97
AT5G27670,1219,1088,1407,1335
AT5G27680,90,55,107,94
AT5G27700,202,326,470,721
AT5G27710,33,33,45,47
AT5G27720,109,125,164,221
AT5G27730,14,24,25,33
AT5G27740,64,64,66,89
AT5G27750,47,41,64,76
AT5G27760,12,0,18,0
AT5G27770,1664,1405,1959,2122
AT5G27830,37,26,35,39
AT5G27850,2706,2676,3092,3765
AT5G27890,9,1,21,1
AT5G27920,246,303,781,849
AT5G27930,23,19,31,11
AT5G27950,39,22,47,41
AT5G27970,121,118,173,173
AT5G28010,0,4,2,7
AT5G28020,63,74,95,106
AT5G28040,182,164,264,267
AT5G28050,1210,837,1968,1145
AT5G28060,6034,4859,8778,8444
AT5G28150,12,8,15,14
AT5G28220,68,75,87,92
AT5G28262,10,7,14,7
AT5G28290,86,57,107,100
AT5G28300,24,10,43,38
AT5G28350,50,44,101,76
AT5G28490,15,3,32,3
AT5G28500,163,194,259,301
AT5G28530,47,37,47,67
AT5G28540,1033,652,1598,1212
AT5G28550,0,3,0,8
AT5G28560,0,76,0,99
AT5G28622,21,16,36,29
AT5G28640,944,982,998,1467
AT5G28646,7,8,11,10
AT5G28650,18,20,37,32
AT5G28740,41,39,53,46
AT5G28770,289,309,622,690
AT5G28830,14,7,22,15
AT5G28840,212,211,263,411
AT5G28850,74,69,87,89
AT5G28900,39,36,55,59
AT5G28910,35,93,47,118
AT5G28919,125,91,166,148
AT5G28920,0,2,1,10
AT5G30490,18,9,22,19
AT5G32440,135,89,168,162
AT5G32450,88,68,88,100
AT5G32460,7,23,0,59
AT5G32470,16,19,33,24
AT5G33280,212,161,309,271
AT5G33290,2,3,5,9
AT5G33300,288,282,408,458
AT5G33320,3424,2471,3751,3202
AT5G34790,0,17,0,41
AT5G34830,0,12,0,21
AT5G34850,168,170,213,253
AT5G34930,22,11,26,18
AT5G34940,482,397,638,547
AT5G35080,339,277,425,329
AT5G35100,53,34,66,81
AT5G35160,211,176,295,282
AT5G35170,296,271,455,490
AT5G35180,131,142,180,180
AT5G35200,71,73,94,96
AT5G35210,147,114,250,215
AT5G35220,171,53,230,79
AT5G35320,64,60,123,127
AT5G35331,0,15,0,46
AT5G35360,3103,2919,4002,4271
AT5G35380,1,9,1,16
AT5G35390,1,3,2,12
AT5G35400,58,101,64,159
AT5G35410,25,17,29,32
AT5G35430,514,464,663,658
AT5G35450,19,1,41,7
AT5G35460,202,144,288,233
AT5G35520,65,168,70,180
AT5G35530,1256,1222,1947,2254
AT5G35560,57,53,88,94
AT5G35570,21,10,23,16
AT5G35590,939,863,1049,1127
AT5G35620,906,603,950,1015
AT5G35630,1031,1131,1832,2146
AT5G35670,8,5,12,6
AT5G35690,16,10,20,28
AT5G35700,68,26,100,65
AT5G35730,242,174,313,306
AT5G35735,61,21,63,28
AT5G35750,58,50,104,108
AT5G35753,35,49,75,64
AT5G35760,4,7,16,14
AT5G35770,25,10,25,18
AT5G35790,378,281,669,487
AT5G35840,411,241,592,454
AT5G35910,271,168,360,318
AT5G35926,3,1,7,1
AT5G35930,92,75,136,156
AT5G35940,92,10,166,25
AT5G35950,0,7,0,13
AT5G35970,35,33,58,48
AT5G35980,42,24,78,58
AT5G35995,25,28,47,28
AT5G36000,34,13,66,21
AT5G36001,18,5,26,10
AT5G36100,135,171,134,220
AT5G36110,2,28,9,58
AT5G36120,141,102,196,142
AT5G36160,57,58,67,65
AT5G36210,85,13,151,14
AT5G36230,216,150,295,222
AT5G36240,0,15,0,20
AT5G36250,47,384,55,489
AT5G36290,22,17,20,16
AT5G36740,5,3,2,4
AT5G36880,739,651,1072,1064
AT5G36890,52,37,73,60
AT5G36910,57,177,70,200
AT5G36925,0,0,11,17
AT5G36930,5,0,12,0
AT5G36940,45,17,80,39
AT5G36950,53,48,65,41
AT5G36960,15,13,28,22
AT5G37010,172,123,189,197
AT5G37020,82,73,125,113
AT5G37055,86,100,114,172
AT5G37070,21,62,24,104
AT5G37130,227,197,270,245
AT5G37140,4,1,2,5
AT5G37160,1,2,1,7
AT5G37190,21,14,35,33
AT5G37260,80,72,268,259
AT5G37290,27,17,33,26
AT5G37350,180,95,269,135
AT5G37360,155,79,209,153
AT5G37370,72,50,95,95
AT5G37380,21,18,33,27
AT5G37400,35,17,60,21
AT5G37410,32,1,46,4
AT5G37420,6,3,1,5
AT5G37450,2,1,4,4
AT5G37460,1,5,10,5
AT5G37475,44,22,58,46
AT5G37480,47,25,78,54
AT5G37510,4279,3811,5101,5441
AT5G37520,8,0,14,25
AT5G37540,68,21,108,54
AT5G37560,3,2,0,12
AT5G37570,14,19,19,31
AT5G37590,42,33,62,53
AT5G37630,917,529,1328,837
AT5G37710,4,6,13,17
AT5G37740,13,4,17,3
AT5G37760,0,4,4,10
AT5G37770,1061,937,1330,1294
AT5G37790,381,324,427,370
AT5G37830,826,610,1406,1143
AT5G37850,141,60,186,107
AT5G37890,248,176,258,236
AT5G37930,139,87,206,167
AT5G38050,34,19,37,47
AT5G38110,1,2,12,8
AT5G38140,23,7,27,10
AT5G38150,32,14,37,19
AT5G38160,233,129,467,572
AT5G38170,893,735,1319,2206
AT5G38180,130,54,371,142
AT5G38195,925,692,1797,1683
AT5G38197,28,209,126,510
AT5G38200,137,159,44,58
AT5G38210,15,12,28,18
AT5G38212,74,65,99,154
AT5G38220,34,40,42,43
AT5G38280,143,14,173,10
AT5G38300,167,112,246,148
AT5G38340,2,1,22,1
AT5G38360,493,432,754,649
AT5G38380,391,279,457,450
AT5G38420,17,21,30,43
AT5G38430,4,3,6,3
AT5G38460,20,22,25,21
AT5G38470,1049,934,1063,1220
AT5G38520,124,94,156,152
AT5G38530,40,54,62,66
AT5G38560,87,64,97,99
AT5G38590,110,829,129,1294
AT5G38600,229,224,292,311
AT5G38640,21,19,23,34
AT5G38660,252,110,333,206
AT5G38690,572,313,807,551
AT5G38700,20,16,20,10
AT5G38720,82,60,93,86
AT5G38730,19,24,43,46
AT5G38780,3,2,4,12
AT5G38790,10,19,8,9
AT5G38820,10,8,11,22
AT5G38830,708,415,916,811
AT5G38840,380,231,480,403
AT5G38850,12,4,24,24
AT5G38860,12,14,24,14
AT5G38880,116,74,127,98
AT5G38960,36,0,158,9
AT5G38970,3,5,2,3
AT5G38980,1,3,8,9
AT5G39040,22,27,43,74
AT5G39050,9,8,19,15
AT5G39080,1,3,9,12
AT5G39130,9,0,0,12
AT5G39210,69,17,128,43
AT5G39220,89,101,55,103
AT5G39230,3,11,5,19
AT5G39240,105,101,89,92
AT5G39250,41,30,63,58
AT5G39260,11,0,18,0
AT5G39320,56,63,47,72
AT5G39350,3,1,10,5
AT5G39360,62,80,114,154
AT5G39380,40,39,70,69
AT5G39410,72,47,62,68
AT5G39440,1,0,3,7
AT5G39450,10,3,13,6
AT5G39470,3,5,1,2
AT5G39500,469,344,565,559
AT5G39510,307,323,333,533
AT5G39530,260,208,563,547
AT5G39550,99,80,120,97
AT5G39560,5,0,5,4
AT5G39590,12,6,17,12
AT5G39600,344,334,423,377
AT5G39660,24,16,81,72
AT5G39670,28,19,26,23
AT5G39680,4,5,10,11
AT5G39710,68,53,94,117
AT5G39730,45,19,65,50
AT5G39740,19358,13359,25347,24443
AT5G39770,0,10,0,31
AT5G39785,8,8,5,4
AT5G39790,367,90,507,153
AT5G39800,122,80,130,111
AT5G39820,41,33,35,69
AT5G39830,43,36,68,73
AT5G39840,22,31,28,35
AT5G39850,136,280,127,376
AT5G39890,178,120,143,126
AT5G39900,14,14,12,17
AT5G39940,22,27,41,40
AT5G39950,143,142,157,216
AT5G39960,49,43,72,70
AT5G39970,4,1,5,8
AT5G39980,26,42,56,57
AT5G39990,43,49,49,76
AT5G40030,31,28,46,38
AT5G40060,15,0,41,1
AT5G40080,56,50,101,94
AT5G40090,9,15,23,22
AT5G40100,3,3,6,4
AT5G40140,6,12,9,16
AT5G40150,54,35,62,50
AT5G40160,31,18,41,47
AT5G40190,99,71,113,73
AT5G40230,4,5,8,5
AT5G40240,8,10,10,8
AT5G40250,48,47,123,124
AT5G40270,32,16,26,40
AT5G40280,44,26,29,42
AT5G40300,71,50,100,94
AT5G40316,6,0,11,6
AT5G40320,23,33,31,60
AT5G40340,163,85,260,196
AT5G40360,2,1,1,7
AT5G40370,461,235,551,363
AT5G40390,5,8,13,13
AT5G40400,130,69,134,84
AT5G40405,91,159,97,236
AT5G40410,52,24,62,49
AT5G40420,5563,5236,4312,4341
AT5G40460,59,38,67,82
AT5G40470,21,22,39,35
AT5G40480,268,188,313,252
AT5G40490,81,77,108,98
AT5G40520,12,10,21,42
AT5G40530,29,23,24,27
AT5G40540,16,39,26,68
AT5G40550,135,97,172,130
AT5G40570,27,44,30,84
AT5G40580,279,233,409,433
AT5G40600,81,47,83,95
AT5G40610,695,458,647,540
AT5G40630,10,2,14,13
AT5G40640,259,219,344,343
AT5G40650,568,406,797,790
AT5G40660,369,221,445,423
AT5G40670,283,200,379,309
AT5G40690,0,3,1,7
AT5G40700,50,165,47,219
AT5G40710,58,63,116,126
AT5G40730,21,1,113,90
AT5G40740,44,51,59,61
AT5G40760,264,201,308,376
AT5G40770,380,346,487,391
AT5G40780,5,4,4,17
AT5G40790,7,1,10,8
AT5G40800,53,14,59,23
AT5G40810,2141,1253,2857,1988
AT5G40820,88,104,173,221
AT5G40830,151,84,167,70
AT5G40840,238,190,339,260
AT5G40850,72,50,72,54
AT5G40870,265,212,324,377
AT5G40880,52,34,65,64
AT5G40890,46,13,128,34
AT5G40910,41,26,77,44
AT5G40930,84,51,134,87
AT5G40950,1918,896,2936,1267
AT5G40970,27,22,8,18
AT5G41000,85,77,86,87
AT5G41020,41,49,78,79
AT5G41060,221,175,250,319
AT5G41070,64,51,52,47
AT5G41080,26,17,41,39
AT5G41100,163,153,212,215
AT5G41110,5,7,6,12
AT5G41120,9,10,19,18
AT5G41130,9,15,18,35
AT5G41140,101,75,166,132
AT5G41150,68,80,105,88
AT5G41160,13,13,29,28
AT5G41170,4,2,1,5
AT5G41180,221,126,359,277
AT5G41190,1202,796,1551,1307
AT5G41210,354,277,463,378
AT5G41220,161,135,202,248
AT5G41240,89,36,95,58
AT5G41260,22,21,57,33
AT5G41270,61,44,87,77
AT5G41315,5,6,3,20
AT5G41330,14,7,11,16
AT5G41340,125,107,245,265
AT5G41350,14,24,30,27
AT5G41360,157,86,196,132
AT5G41370,59,58,85,107
AT5G41400,5,0,5,1
AT5G41460,268,258,295,337
AT5G41471,104,94,41,43
AT5G41480,134,127,144,201
AT5G41520,10173,5394,13567,7792
AT5G41550,350,66,539,97
AT5G41560,41,30,46,59
AT5G41580,289,351,331,495
AT5G41600,559,468,808,641
AT5G41610,335,311,474,473
AT5G41620,63,48,137,104
AT5G41650,40,10,70,20
AT5G41660,0,97,0,132
AT5G41670,1580,1189,1702,1458
AT5G41680,2,3,8,14
AT5G41690,31,13,32,54
AT5G41700,11,9,15,11
AT5G41740,1,21,6,31
AT5G41750,50,3,57,12
AT5G41760,99,103,143,113
AT5G41761,3,2,4,6
AT5G41770,990,813,1365,1288
AT5G41790,69,56,76,72
AT5G41810,8,1,15,2
AT5G41820,4,5,4,12
AT5G41850,60,34,78,69
AT5G41860,75,18,117,86
AT5G41870,443,273,464,340
AT5G41880,130,109,140,134
AT5G41890,3,2,8,1
AT5G41900,1,1,5,6
AT5G41908,2,3,7,1
AT5G41910,107,31,164,51
AT5G41920,210,169,306,257
AT5G41940,386,346,564,592
AT5G41950,1178,722,1439,998
AT5G41960,144,111,255,170
AT5G41970,454,368,596,524
AT5G41980,17,18,23,29
AT5G42000,226,184,264,248
AT5G42020,2155,950,2779,1363
AT5G42030,152,183,218,253
AT5G42050,382,353,311,354
AT5G42060,112,100,150,148
AT5G42070,140,137,287,276
AT5G42080,174,104,271,126
AT5G42090,284,231,354,339
AT5G42100,207,291,339,348
AT5G42120,9,4,20,17
AT5G42130,66,35,46,36
AT5G42140,10,13,9,34
AT5G42150,130,137,161,173
AT5G42190,127,207,147,285
AT5G42200,6,7,12,9
AT5G42210,8,3,7,2
AT5G42220,103,96,173,173
AT5G42235,22,13,79,408
AT5G42240,761,522,1095,802
AT5G42242,1,0,30,60
AT5G42250,13,17,1,15
AT5G42270,648,571,1035,957
AT5G42280,24,1,25,2
AT5G42300,100,69,218,181
AT5G42310,110,67,153,139
AT5G42320,73,91,100,98
AT5G42330,222,181,320,325
AT5G42350,20,20,17,12
AT5G42360,12,11,22,17
AT5G42370,39,17,49,34
AT5G42380,26,22,34,30
AT5G42390,350,327,516,542
AT5G42400,50,59,94,101
AT5G42420,185,159,280,300
AT5G42440,45,25,96,67
AT5G42450,96,80,139,113
AT5G42470,206,212,273,423
AT5G42480,358,295,477,457
AT5G42490,2,10,12,41
AT5G42520,604,467,962,932
AT5G42540,29,31,42,47
AT5G42560,94,97,140,125
AT5G42570,146,47,152,59
AT5G42620,940,666,1369,1364
AT5G42630,21,8,29,17
AT5G42650,36,48,38,45
AT5G42660,6,6,10,9
AT5G42690,2,0,10,6
AT5G42720,459,227,356,166
AT5G42765,35,18,50,41
AT5G42770,32,8,46,21
AT5G42780,94,107,162,179
AT5G42790,1961,1932,2253,2238
AT5G42810,168,93,297,202
AT5G42820,0,1,10,6
AT5G42825,59,47,181,85
AT5G42830,44,32,91,94
AT5G42850,280,321,309,365
AT5G42860,10,4,1,5
AT5G42870,108,123,199,196
AT5G42880,24,17,17,24
AT5G42890,164,127,221,216
AT5G42900,162,116,216,168
AT5G42910,9,5,5,17
AT5G42920,574,375,843,558
AT5G42930,1,0,0,13
AT5G42940,130,103,201,211
AT5G42950,130,109,197,205
AT5G42960,276,206,300,264
AT5G42970,469,388,557,500
AT5G42990,154,139,197,198
AT5G43010,64,62,66,69
AT5G43020,561,473,604,593
AT5G43050,344,104,545,171
AT5G43060,353,320,618,681
AT5G43070,673,334,756,342
AT5G43080,128,148,151,165
AT5G43090,8,12,26,26
AT5G43100,117,105,207,237
AT5G43130,239,210,333,366
AT5G43140,176,96,159,113
AT5G43150,9,1,16,5
AT5G43160,46,23,64,46
AT5G43170,10,6,50,24
AT5G43190,21,15,72,54
AT5G43210,41,32,88,58
AT5G43240,28,24,49,50
AT5G43250,52,39,32,40
AT5G43260,94,68,263,165
AT5G43270,83,27,137,61
AT5G43280,198,104,271,154
AT5G43310,1134,975,1760,1692
AT5G43320,1051,866,1437,1316
AT5G43400,53,14,76,28
AT5G43420,16,10,17,16
AT5G43430,157,104,212,154
AT5G43460,1162,856,1560,1218
AT5G43470,52,12,107,23
AT5G43500,100,66,224,251
AT5G43530,110,218,124,274
AT5G43560,284,278,455,434
AT5G43600,14,19,34,46
AT5G43620,165,85,248,157
AT5G43630,12,16,31,31
AT5G43660,10,4,11,4
AT5G43670,208,145,268,261
AT5G43680,71,33,92,48
AT5G43710,114,86,164,91
AT5G43720,120,99,166,128
AT5G43725,5,4,15,6
AT5G43730,11,4,41,9
AT5G43745,158,147,277,224
AT5G43750,259,93,294,154
AT5G43760,1237,1027,1623,1294
AT5G43770,62,37,27,24
AT5G43780,664,151,875,202
AT5G43790,67,27,85,50
AT5G43810,1208,953,1627,1345
AT5G43820,75,67,107,121
AT5G43822,44,20,60,39
AT5G43830,939,654,1522,1104
AT5G43850,483,225,772,377
AT5G43860,70,31,93,27
AT5G43870,25,32,59,80
AT5G43880,122,126,140,169
AT5G43890,13,3,4,4
AT5G43900,150,112,211,196
AT5G43910,32,9,62,36
AT5G43920,105,113,151,168
AT5G43930,211,299,319,558
AT5G43940,110,71,110,83
AT5G43950,23,18,21,30
AT5G43960,192,173,246,245
AT5G43980,20,2,72,18
AT5G43990,298,224,359,400
AT5G44000,131,82,146,115
AT5G44010,49,24,65,40
AT5G44030,28,58,40,74
AT5G44040,707,581,803,866
AT5G44050,20,15,27,25
AT5G44060,219,209,267,267
AT5G44080,138,117,198,213
AT5G44090,124,89,144,154
AT5G44100,383,264,653,391
AT5G44110,173,208,180,242
AT5G44120,1470,133,2109,179
AT5G44160,6,8,17,17
AT5G44170,19,16,36,49
AT5G44180,1688,1356,2385,2162
AT5G44190,10,17,19,27
AT5G44200,51,65,88,100
AT5G44220,4,281,6,387
AT5G44230,102,97,153,180
AT5G44240,280,240,372,362
AT5G44250,90,103,117,140
AT5G44260,33,19,94,79
AT5G44280,224,144,281,222
AT5G44290,219,186,292,272
AT5G44310,105,110,120,113
AT5G44340,1387,1306,1929,2013
AT5G44350,20,25,23,20
AT5G44360,225,170,244,203
AT5G44370,13,11,11,19
AT5G44410,5,3,36,1
AT5G44450,62,63,59,71
AT5G44480,17,9,43,60
AT5G44490,9,5,14,10
AT5G44500,66,89,64,100
AT5G44510,33,32,62,57
AT5G44520,30,12,35,31
AT5G44560,538,420,769,631
AT5G44580,3,0,14,2
AT5G44585,2,3,11,8
AT5G44600,11,13,15,21
AT5G44620,0,10,3,36
AT5G44635,21,22,34,37
AT5G44660,5,4,14,13
AT5G44670,31,32,64,53
AT5G44690,4,2,22,17
AT5G44700,205,239,352,415
AT5G44710,377,369,452,486
AT5G44720,399,291,550,415
